ISBN,Title,Author,Date Published,MSRP,New,Used
9781848321991,Hitler's Gateway to the Atlantic: German Naval Bases in Fran,Lars Hellwinkel,2014,0.00,16.84,12.66
9780750982658,A Clear Case of Genius: Room 40’s Code-Breaking Pioneer,"Hall, Admiral Sir Reginald 'Blinker'",2017,32.95,21.49,12.65
9781844157853,Hitler's Armada: The Royal Navy & the Defence of Great Britain April–October 1940,"Hewitt, Geoff",2008,39.95,23.98,12.59
9781781593172,The Royal Navy and the War at Sea - 1914-1919 (Despatches from the Front),"Mace, Martin",2015,0.00,14.26,12.45
9781781593172,The Royal Navy and the War at Sea - 1914-1919 (Despatches from the Front),"Mace, Martin",2015,0.00,14.26,12.45
9781783831784,Scapegoat: The Death of Prince of Wales and Repulse,"Stephen, Martin",2014,0.00,20.97,12.16
9780199832675,"Britain's War Machine: Weapons, Resources, and Experts in the Second World War","Edgerton, David",2011,41.95,47.08,11.98
9781557507259,The Destroyer Campbeltown (Anatomy of the Ship),"Ross, Al",1990,37.95,24.0,11.95
9781846033667,Scapa Flow: The defences of Britain’s great fleet anchorage 1914–45 (Fortress),"Konstam, Angus",2009,11.02,13.6,11.93
9781783036387,World War Two at Sea: The Last Battleships (Images of War),"Kaplan, Philip",2014,24.95,17.94,11.34
9781557500434,Bombers Versus Battleships: The Struggle Between Ships And Aircraft For The Control Of The Surface Of The Sea,David J. Hamer,1999,3.49,46.75,11.31
9781840675306,Battlecruisers (Shipshape),"Roberts, John",2004,22.99,28.92,11.3
9781840675306,Battlecruisers (Shipshape),"Roberts, John",2004,22.99,28.92,11.3
9781854090126,"Fleet to Fleet Encounters: Tsushima, Jutland, Philippine Sea","Grove, Eric",1991,24.95,17.68,10.73
9780718307042,Battleship Royal Sovereign: And Her Sister Ships,"Smith, Peter C.",1988,0.00,209.78,10.72
9780711018174,Royal Navy Destroyers Since 1945,"Marriott, Leo",1994,24.95,96.62,10.15
9780253011695,"Battle of Dogger Bank: The First Dreadnought Engagement, January 1915 (Twentieth-Century Battles)","Philbin, Tobias R.",2014,33,20.7,10.04
9781591142355,"The End of Glory: War & Peace in HMS Hood, 1916-1941","Taylor, Bruce",2012,0.00,13.73,9.77
9781557507808,Battleship Missouri: An Illustrated History,Paul Stillwell,1995,65,58.74,9.61
9781526736475,With The Royal Navy in War and Peace: O'er The Dark Blue Sea,"Schofield, Vice Admiral B B",2019,0.00,28.49,9.5
9781841762814,Jutland 1916 (Trade Editions),"London, Charles",2001,18.95,31.65,9.48
9780870217821,Destroyers for Great Britain: A History of 50 Town Class Ships Transferred from the United States to Great Britain in 1940,"Hague, Arnold",1990,28.95,40.75,9.43
9781860198748,Cruisers of World War Two: An International Encyclopedia,"Whitley, M. J.",2004,22.99,68.5,9.21
9781848844506,"North Sea Battleground: The War and Sea, 1914–1918","Perrett, Bryan",2011,39.95,28.06,9.12
9781612003344,"“The Most Dangerous Moment of the War”: Japan’s Attack on the Indian Ocean, 1942","Clancy, John",2015,32.95,8.8,8.79
9781405311540,Ship: 5000 Years of Maritime History,Brian Lavery,2022,0.00,40.48,8.78
9781843545903,Title: 'Four Weeks in May: The Loss of ''HMS Coventry''',"Dyke, David Hart",2022,0.00,30.25,8.71
9780571231560,Admirals,"Lambert, Andrew D.",2008,0.00,69.08,8.69
9781844860357,"Churchill's Navy: The Ships, Men and Organization, 1939-1945","Lavery, Brian",2006,43.91,100.04,8.4
9781844155293,Battle of Jutland,"Canwell, Diane",2007,39.95,46.65,8.0
9780851779522,ROYAL NAVY HANDBOOK: The Definitive Guide by the Ministry of Defense,Ministry of Defence,2003,24.95,209.78,7.89
9780938289586,Ironclads At War: The Origin And Development Of The Armored Battleship,"Greene, Jack",1998,42.5,17.34,7.88
9780826216946,"Power at Sea, Volume 2: The Breaking Storm, 1919-1945 (Volume 2)","Rose, Lisle A.",2006,0.00,56.27,7.61
9780826216946,"Power at Sea, Volume 2: The Breaking Storm, 1919-1945 (Volume 2)","Rose, Lisle A.",2006,0.00,56.27,7.61
9781612518343,"The Battle for Britain: Interservice Rivalry between the Royal Air Force and the Royal Navy, 1909-1940","Cumming, Anthony J.",2015,0.00,10.75,7.48
9781612518343,"The Battle for Britain: Interservice Rivalry between the Royal Air Force and the Royal Navy, 1909-1940","Cumming, Anthony J.",2015,0.00,10.75,7.48
9780340350270,The Ship That Changed the World: The Escape of the Goeben to the Dardanelles in 1914,"Van der Vat, Dan",1985,0.00,90.93,7.18
9780253353597,"The Last Century of Sea Power, Volume 2: From Washington to Tokyo, 1922–1945","Willmott, H. P.",2010,25,23.61,7.1
9781844860814,"Churchill's Navy: The Ships, Men and Organisation, 1939-1945","Lavery, Brian",2008,0.00,43.25,7.05
9781557504562,The Kaiser's Pirates: German Surface Raiders in World War One,"Walter, John",1994,16.67,26.8,6.99
9780870210273,Battleship Bismarck: A Survivor's Story,"Mullenheim-Rechberg, Burkard, Freiherr von",1990,36.95,47.75,6.94
9781935149040,Bismarck: The Final Days of Germany’s Greatest Battleship,"Tamelander, Michael",2009,32.95,24.24,6.76
9780283073120,The Habit of Victory: The Story of the Royal Navy 1545 to 1945,"Hore, Peter",2005,45,26.9,6.71
9781557501059,"Chronology of the War at Sea, 1939-1945: The Naval History of World War Two","Rohwer, Jurgen",1992,13.9,56.77,6.69
9781557507303,The Royal Navy: An Illustrated History,"Watts, Anthony J.",1994,32.95,17.94,6.57
9781405007856,Scapa Flow: The Story of Britain's Greatest Naval Anchorage in Two Wolrd Wars,Malcolm Brown,2022,0.00,51.46,6.54
9780907771463,The Royal Navy In Focus 1920-29,Warlow,1990,0.00,21.49,6.44
9780711015968,"Sea Battles in Close Up: World War 2, Vol. 1",Martin Stephen,1988,0.00,34.09,6.34
9781846033896,British Battleships 1939–45 (2): Nelson and King George V Classes (New Vanguard),"Konstam, Angus",2009,17.95,12.08,6.16
9781591141600,"Royal Navy and the Battle of Britain, The",Anthony J. Cumming,2010,34.95,11.99,6.03
9781591141600,"Royal Navy and the Battle of Britain, The",Anthony J. Cumming,2010,34.95,11.99,6.03
9781557509819,"Flawed Victory: Jutland, 1916","Yates, Keith",2000,34.95,22.19,6.0
9781854090997,Bismarck and Hood: Great Naval Adversaries,"Kemp, Paul",1991,4.99,27.99,6.0
9780760347652,World War II at Sea: A Naval View of the Global Conflict: 1939 to 1945,"Harwood, Jeremy",2015,0.00,27.66,5.99
9781591148197,If the Gods Are Good: The Epic Sacrifice of HMS Jervis Bay,Ralph Segman,2004,28.95,23.3,5.88
9780907771807,The Royal Navy at Portland 1900-2000,"Carter, Geoffrey",2001,0.00,23.35,5.84
9780691037301,The Juggler,"Kimball, Warren F.",1994,47.95,25.64,5.73
9781840673142,Naval aviation in the First World War: its impact and influence,"LAYMAN, R.D.",2002,0.00,17.99,5.72
9781591143956,Hunt the Bismarck,"Konstam, Angus",2003,19.95,12.98,5.39
9781591143956,Hunt the Bismarck,"Konstam, Angus",2003,19.95,12.98,5.39
9780593063521,I Sank the Bismarck,"Moffat, John",2009,0.00,64.0,5.32
9780811717267,Attack on Taranto,"Lowry, Thomas P.",1995,0.00,24.75,5.22
9781557505729,A Passage to Sword Beach: Minesweeping in the Royal Navy,"Maher, Brendan A.",1996,1.99,20.95,5.19
9781783462049,Capital Ships at War 1939 - 1945 (Despatches from the Front),"Grehan, John",2014,39.95,13.38,4.95
9781612001234,The Battle of the Denmark Strait: A Critical Analysis of the Bismarck’s Singular Triumph,"Winklareth, Robert J.",2019,32.95,13.77,4.9
9781468301496,Operation Sea Lion,"McKinstry, Leo",2014,32.5,17.27,4.89
9780393029185,Engage the Enemy More Closely: The Royal Navy in the Second World War,"Barnett, Correlli",1991,10.79,55.37,4.85
9780071430098,Seize the Trident,"Burgess, Douglas R.",2005,24.95,20.08,4.73
9780394528335,"Dreadnought: Britain, Germany, and the Coming of the Great War","Massie, Robert K.",1991,35,13.99,4.49
9780060534240,To Rule the Waves: How the British Navy Shaped the Modern World,"Herman, Arthur",2004,26.95,21.2,4.49
9780684869308,FINEST HOUR : The Battle of Britain,Phil Craig,2000,27.5,14.96,4.47
9780517163863,Warships,"Marriott, Leo",2001,19.99,9.55,4.46
9780517163863,Warships,"Marriott, Leo",2001,19.99,9.55,4.46
9780356122274,The rise and fall of the British Navy,"Humble, Richard",1986,1.99,13.0,4.45
9781904459194,trafalgar-200-international-fleet-review--a-pictorial-record,Steve Bush,2005,0.00,204.34,4.45
9780850598773,The British aircraft carrier,"Beaver, Paul",1987,28.5,8.61,4.42
9780870216602,73 North: The Battle of the Barents Sea,"Pope, Dudley",1990,28.95,34.03,4.41
9780774808903,The Halifax Explosion and the Royal Canadian Navy: Inquiry and Intrigue (Studies in Canadian Military History),"Armstrong, John Griffith",2002,0.00,43.94,4.4
9781844861095,Empire of the Seas: How the navy forged the modern world,Brian Lavery,2009,0.00,24.03,4.39
9781510708600,Total Germany: The Royal Navy's War against the Axis Powers 1939?1945,"Wragg, David",2016,0.00,9.81,4.39
9781891395765,The Battleship USS New Jersey: From Birth to Berth,"Comegno, Carol",2021,0.00,17.11,4.36
9780870215568,"Sea Battles in Close-Up: World War 2, Volume One","Stephen, Martin",1988,34.95,12.95,4.22
9780199693573,Churchill and Sea Power,"Bell, Christopher M.",2012,0.00,22.95,4.09
9780760712597,Battleships and carriers,"Crawford, Steve",1999,1.99,15.75,4.09
9781590203323,Maritime Dominion: Naval Campaigns that Shaped the Modern World,"Padfield, Peter",2010,30,16.97,4.08
9780679456711,"Castles of Steel: Britain, Germany, and the Winning of the Great War at Sea","Massie, Robert K.",2003,35,21.29,4.01
9780679456711,"Castles of Steel: Britain, Germany, and the Winning of the Great War at Sea","Massie, Robert K.",2003,35,21.29,4.01
9780679456711,"Castles of Steel: Britain, Germany, and the Winning of the Great War at Sea","Massie, Robert K.",2003,35,21.29,4.01
9780907618201,The Naval Wrecks of Scapa Flow,"Smith, Peter L.",1989,0.00,41.74,4.0
9780783552613,Titanic: Legacy of the World's Greatest Ocean Liner,"Wels, Susan",1997,34.95,14.27,3.96
9780783552613,Titanic: Legacy of the World's Greatest Ocean Liner,"Wels, Susan",1997,34.95,14.27,3.96
9781571452627,The World's Great Battleships: From the Middle Ages to the Present,"Jackson, Robert",2000,0.00,24.9,3.92
9781557505729,A Passage to Sword Beach: Minesweeping in the Royal Navy,"Maher, Brendan A.",1996,1.99,11.5,3.8
9780590442695,Exploring the Bismarck (A Time Quest Book),"Ballard, Robert D.",1993,6.95,25.87,3.77
9780760708637,"Seizing the Enigma: The Race to Break the German U-Boat Codes, 1939-1943","Kahn, David",1998,0.00,10.73,3.68
9781591141488,Athenia Torpedoed: The U-Boat Attack that Ignited the Battle of the Atlantic,"Carroll, Francis M.",2012,0.00,9.56,3.59
9780752448473,Fisher: The Admiral who Reinvented the Royal Navy,"Wragg, David",2009,45,0.0,0.0
9780711018174,Royal Navy Destroyers Since 1945,"Marriott, Leo",1994,24.95,0.0,0.0
9780907771296,Royal Navy at Portland Since 1845,Geoffrey Carter,1986,0.00,0.0,0.0
9781907446344,warships-inside-out,jackson-robert,2022,44.5,0.0,0.0
9781854550026,The naval heritage of Portsmouth,"WINTON, John",1989,0.00,0.0,0.0
9781853671234,"German Warships of World War One: The Royal Navy's Official Guide to the Capital Ships, Cruisers, Destroyers, Submarines and Small Craft, 1914-1918",Royal Navy,1992,0.00,0.0,0.0
9780713713978,"The sailor's war, 1914-18","Liddle, Peter",1985,0.00,0.0,0.0
9781852530334,Ships of the Victorian Navy,"Dixon, Conrad",1987,25.7,0.0,0.0
9780340623015,true_glory-royal_navy-jutland_to_today,Max Arthur,1996,0.00,0.0,0.0
9781854091628,Today's Royal Navy in Color,"Flack, Jeremy",1995,0.00,0.0,0.0
9781853107146,The Royal Navy in World War II,"Jackson, Robert",1997,0.00,0.0,0.0
9781608881130,The Royal Navy's Revenge and Other Little-Known Encounters of the War at Sea,"O'Hara, Vincent P.",2013,0.00,0.0,0.0
9780304352449,Carrier 'Glorious : The Life and Death of an Aircraft Carrier (Cassell Military Paperbacks),"Winton, John",1999,0.00,0.0,0.0
9780340623015,true_glory-royal_navy-jutland_to_today,Max Arthur,1996,0.00,0.0,0.0
9780907771821,"The Royal Navy In South Africa, 1900-2000","Rice, Bill",2002,0.00,0.0,0.0
9781557503428,"Great Battles Of The Royal Navy: As Commemorated In The Gunroom, Britannia Royal Naval College, Dartmouth","Grove, Eric",1994,10.8,0.0,0.0
9781848844148,The Intelligencers: British Military Intelligence From the Middle Ages to 1929,"Parritt, Brigadier Brian",2011,0.00,0.0,0.0
9781848321397,The End of Glory,"Bruce, Taylor",2012,44.5,0.0,0.0
9780752488738,The Grand Fleet 1914-19: The Royal Navy in the First World War,"Ridley-Kitts MBE, Daniel G.",2013,35.95,0.0,0.0
9781904459569,The Royal Navy 1914-1918,"Vicary, Adrian",,0.00,0.0,0.0
9781557509888,Warspite: Warships of the Royal Navy,"Ballantyne, Iain",2001,34.95,0.0,0.0
9780750907705,Plain Yarns from the Fleet,"Owen, Charles",1997,9,0.0,0.0
9781904459569,The Royal Navy 1914-1918,"Vicary, Adrian",,0.00,0.0,0.0
9780850520590,The Royal Navy and the Falklands War,"Brown, David",1987,0.00,0.0,0.0
9780141390475,Classic History Rise And Fall Of British Naval Mastery (Penguin Classic History),"Kennedy, Paul M",2001,0.00,0.0,0.0
9780094729209,The Rise & Fall of British Shipbuilding,"Burton, Anthony",1994,47.5,0.0,0.0
9781848320888,A Biographical Dictionary of the Twentieth-Century Royal Navy: Volume 1: Admirals of the Fleet and Admirals,"Wilson, Alastair",2013,0.00,0.0,0.0
9780094729209,The Rise & Fall of British Shipbuilding,"Burton, Anthony",1994,47.5,0.0,0.0
9781848840713,The Flatpack Bombers: The Royal Navy and the Zeppelin Menace,"Gardiner, Ian",2009,30.48,0.0,0.0
9780752459929,In the Highest Traditions of the Royal Navy: The Life of Captain John Leach MVO DSO,"Wills, Matthew B.",2011,29.95,0.0,0.0
9780754814078,Battleships,"Hore, Captian Peter",2005,35,0.0,0.0
9780711021235,The Royal Navy Day By Day,"Sainsbury, A. B.",1992,13.5,0.0,0.0
9781840673623,War at Sea 1939-1945,"Rohwer, Jurgen",2004,19.99,0.0,0.0
9780783552613,Titanic: Legacy of the World's Greatest Ocean Liner,"Wels, Susan",1997,34.95,0.0,0.0
9780253343796,The Battle of the Otranto Straits: Controlling the Gateway to the Adriatic in World War I (Twentieth-Century Battles),"Halpern, Paul G.",2004,29.95,0.0,0.0
9781844256860,Mountbatten of Burma: Captain of War,"McGeoch, Ian",2009,34.95,0.0,0.0
9788395157561,Battleships of World War II. Vol 1 (Hard Cover Series),"Skwiot, Miroslaw",2018,0.00,0.0,0.0
9781621570035,The Hunt for Hitler's Warship,"Bishop, Patrick",2013,15.37,0.0,0.0
9781844860074,An Illustrated History of the Royal Navy,"Winton, John",2006,7.45,0.0,0.0
9780870217937,Naval Institute Guide to World Naval Weapons Systems,"Friedman, Norman",1989,89.95,0.0,0.0
9780304358106,Battleship,"Willmott, H.P.",2003,0.00,0.0,0.0
9780714643731,The Royal Navy and German Naval Disarmament 1942-1947 (Cass Series: Naval Policy and History),"Madsen, Chris",1998,42.99,0.0,0.0
9780870210181,The Battle of the River Plate,"Pope, Dudley",1988,0.00,0.0,0.0
9780760329856,America's Fighting Admirals: Winning the War at Sea in World War II,William Tuohy,2007,25.95,0.0,0.0
9781590202234,The Dardanelles Disaster: Winston Churchill's Greatest Failure,"Van Der Vat, Dan",2009,0.00,0.0,0.0
9780446513869,The Discovery of the Bismarck: Germany's Greatest Battleship Surrenders Her Secrets,Robert D. Ballard,1990,35,0.0,0.0
9781526754585,The Last Days of the High Seas Fleet: From Mutiny to Scapa FLow,"Jellicoe, Nicholas C.",2019,39.95,0.0,0.0
9780283073540,The Imperial War Museum Book of the War at Sea 1914-1918: The Face of Battle Revealed in the Words of the Men Who Fought,"Thompson, Gen. Julian",2005,45,0.0,0.0
9781473871465,Battleships of the World: Struggle for Naval Supremacy 1820 - 1945,"Fidler, John",2017,32.95,0.0,0.0
9781526736475,With The Royal Navy in War and Peace: O'er The Dark Blue Sea,"Schofield, Vice Admiral B B",2019,0.00,0.0,0.0
9780811735148,The Great Ships: British Battleships in World War II (Stackpole Military History Series),Peter C. Smith,2008,11.37,0.0,0.0
9781570034923,Sir John Fisher's Naval Revolution (Studies in Maritime History),"Lambert, Nicholas A.",2002,26.42,0.0,0.0
9781557509772,"Graf Spee's Raiders: Challenge to the Royal Navy, 1914-1915","Yates, Keith",1994,36.95,0.0,0.0
9781557509772,"Graf Spee's Raiders: Challenge to the Royal Navy, 1914-1915","Yates, Keith",1994,36.95,0.0,0.0
9781557500427,From Mahan to Pearl Harbor: The Imperial Japanese Navy and the United States,"Asada, Sadao",2006,36.95,0.0,0.0
9781591142348,Empire of the Seas: How the Navy Forged the Modern World,"Lavery, Brian",2010,39.95,0.0,0.0
9781631493423,"Battleship Yamato: Of War, Beauty and Irony","Morris, Jan",2018,0.00,0.0,0.0
9780801863400,Inventing Grand Strategy and Teaching Command: The Classic Works of Alfred Thayer Mahan Reconsidered (Woodrow Wilson Center Press),"Sumida, Jon Tetsuro",1999,16.95,0.0,0.0
9780752459929,In the Highest Traditions of the Royal Navy: The Life of Captain John Leach MVO DSO,"Wills, Matthew B.",2011,29.95,0.0,0.0
9780316008952,The Imperial Cruise: A Secret History of Empire and War,"Bradley, James",2009,29.99,0.0,0.0
9780870210273,Battleship Bismarck: A Survivor's Story,"Mullenheim-Rechberg, Burkard, Freiherr von",1990,36.95,0.0,0.0
9781860199172,"Jutland : The German Perspective - A New View of the Great Battle, 31 May 1916","Tarrant, V.E.",2002,0.00,0.0,0.0
9780870218941,British Seapower and Procurement Between the Wars: A Reappraisal of Rearmament,"Gordon, G. A. H.",1988,34.95,0.0,0.0
9780870217593,"War Plan Orange: The U.S. Strategy to Defeat Japan, 1897-1945","Miller, Edward Stanley",1991,0.00,0.0,0.0
9781526754585,The Last Days of the High Seas Fleet: From Mutiny to Scapa FLow,"Jellicoe, Nicholas C.",2019,39.95,0.0,0.0
9780141983820,The Rise and Fall of British Naval Mastery,"Kennedy, Paul",2017,23.95,0.0,0.0
9781557509710,The Rules of the Game: Jutland and British Navel Command,"Gordon, Andrew",2000,29.95,0.0,0.0
9781848320772,Historical Dreadnoughts: Marder and Roskill,"Gough, Barry",2022,0.00,0.0,0.0
9781783831784,Scapegoat: The Death of Prince of Wales and Repulse,"Stephen, Martin",2014,0.00,0.0,0.0
9780870217593,"War Plan Orange: The U.S. Strategy to Defeat Japan, 1897-1945","Miller, Edward Stanley",1991,0.00,0.0,0.0
9781851701940,Janes Fighting Ships of World War II,Antony Preston,1989,0.00,0.0,0.0
9781844774715,World Encyclopedia Battleships,unknown,2008,0.00,0.0,0.0
9780304358106,Battleship,"Willmott, H.P.",2003,0.00,0.0,0.0
9781612344966,Wealth of an Empire: The Treasure Shipments that Saved Britain and the World,"Switky, Bob",2013,0.00,0.0,0.0
9780711017405,Battleships at War,"COWARD B. R.,",1987,0.00,0.0,0.0
9780831707040,Battleships,"Preston, Anthony",1990,0.00,0.0,0.0
9781557500281,Amphibious Assault Falklands: The Battle of San Carlos Water,"Clapp, Micheal",1996,0.00,0.0,0.0
9780811707893,HMS Hood: Pride of the Royal Navy,"Norman, Andrew",2001,0.00,0.0,0.0
9781557504364,"Battleship Bismarck: A Survivor's Story, New and Expanded Edition (Bluejacket Books)","Baron von Mullenheim-Rechberg, Burkard",2013,34.95,0.0,0.0
9781557509291,"Building the Kaiser's Navy: The Imperial Navy Office and German Industry in the Tirpitz Era, 1890-1919","Weir, Gary E.",1992,39.95,0.0,0.0
9781846033896,British Battleships 1939–45 (2): Nelson and King George V Classes (New Vanguard),"Konstam, Angus",2009,17.95,0.0,0.0
9780907771197,Royal Navy in Hong Kong Since 1841,"Harland, Kathleen",1985,0.00,0.0,0.0
9780670860852,At War at Sea: Sailors and Naval Combat in the Twentieth Century,"Spector, Ronald H.",2001,0.00,0.0,0.0
9781591141747,From Imperial Splendor to Internment: The German Navy in the First World War,"Wolz, Nicholas",2015,0.00,0.0,0.0
9780850598773,The British aircraft carrier,"Beaver, Paul",1987,28.5,0.0,0.0
9781860776496,Portsmouth: In Defence of the Realm,"Sadden, John",2010,31.95,0.0,0.0
9781852605988,The Royal Yacht Britannia: Inside the Queen's Floating Palace,"Hoey, Brian",1998,2.08,0.0,0.0
9780907771227,"The Royal Navy in Focus, 1950-59","Maritime Books Staff Mike Critchley, Editor",1975,0.00,0.0,0.0
9781846031335,U-boats vs Destroyer Escorts: The Battle of the Atlantic (Duel),"Williamson, Gordon",2007,18.95,0.0,0.0
9781849080798,British Aircraft Carriers 1939–45 (New Vanguard),"Konstam, Angus",2010,17.95,0.0,0.0
9781841766331,British Battlecruisers 1939–45 (New Vanguard),"Konstam, Angus",2003,13.85,0.0,0.0
9781841764450,German E-boats 1939–45 (New Vanguard),"Williamson, Gordon",2002,17.95,0.0,0.0
9781846030086,British Battlecruisers 1914–18 (New Vanguard),"Burr, Lawrence",2006,17.95,0.0,0.0
9781846032806,Imperial Japanese Navy Battleships 1941-45 (New Vanguard),"Stille, Mark",2008,17.95,0.0,0.0
9781841768533,Imperial Japanese Navy Aircraft Carriers 1921-45,"Stille, Mark",2005,17.95,0.0,0.0
9781849083805,Italian Battleships of World War II (New Vanguard),Mark Stille,2011,12.01,0.0,0.0
9781780961675,British Battleships 1914–18 (1): The Early Dreadnoughts (New Vanguard),"Konstam, Angus",2013,12.01,0.0,0.0
9781849081672,British Dreadnought vs German Dreadnought: Jutland 1916 (Duel),"Stille, Mark",2010,18.95,0.0,0.0
9781854090997,Bismarck and Hood: Great Naval Adversaries,"Kemp, Paul",1991,4.99,0.0,0.0
9780304358922,"Jutland, 1916: Clash of the Titans","Steel, Nigel",2003,29.95,0.0,0.0
9781510708716,The Jutland Scandal: The Truth about the First World War?s Greatest Sea Battle,"Harper Vice-Admiral, John",2016,24.99,0.0,0.0
9781849083836,The Bismarck 1941: Hunting Germany’s greatest battleship (Campaign),"Konstam, Angus",2011,21.95,0.0,0.0
9781557506511,One Hundred Days: The Memoirs of the Falklands Battle Group Commander,"Woodward, Sandy",1992,25.95,0.0,0.0
9781904459347,royal-navy-aircraft-carriers-in-focus,Hobbs,2008,0.00,0.0,0.0
9780304355204,Cassell Military Classics: Death of the Scharnhorst (Cassell Military Paperbacks),"Winton, John",2001,0.00,0.0,0.0
9781557500595,Scapegoats: A Defense of Kimmel and Short at Pearl Harbor,Edward L. Beach Jr.,1995,34.95,0.0,0.0
9780374205188,The Path to Victory: The Mediterranean Theater in World War II,"Porch, Douglas",2004,35,0.0,0.0
9781557506504,"Operation Pacific: The Royal Navy's War Against Japan, 1941-1945","Gray, Edwyn",1991,28.95,0.0,0.0
9780316547703,"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965","Reid, Paul",2012,50,0.0,0.0
9781472836250,British Escort Carriers 1941–45 (New Vanguard),"Konstam, Angus",2019,0.00,0.0,0.0
9781846030093,German Battlecruisers 1914–18 (New Vanguard),"Staff, Gary",2006,17.95,0.0,0.0
9781846030086,British Battlecruisers 1914–18 (New Vanguard),"Burr, Lawrence",2006,17.95,0.0,0.0
9781472839985,US Navy Battleships 1895–1908: The Great White Fleet and the beginning of US global naval power (New Vanguard),"Herder, Brian Lane",2020,0.00,0.0,0.0
9781472835024,US Navy Battleships 1886–98: The pre-dreadnoughts and monitors that fought the Spanish-American War (New Vanguard),"Herder, Brian Lane",2019,0.00,0.0,0.0
9780907771340,Warrior: the first and the last,"WINTON, John",1987,0.00,0.0,0.0
